"","STATE","YEAR","P017","P1824","P2565","P65"
"1",1,2010,0.237013748089378,0.0997928456259606,0.524633967865912,0.13855943841875
"2",1,2011,0.234931369392798,0.0998584741971494,0.524726042002015,0.140484114408037
"3",1,2012,0.232647942107549,0.100265732765131,0.52166685590534,0.145419469221979
"4",1,2013,0.230519214157641,0.100254488440434,0.519771402793537,0.149454894608388
"5",1,2014,0.229078907378607,0.0987839574450365,0.518452990509204,0.153684144667153
"6",1,2015,0.227863907360318,0.0967228001547522,0.517918847691448,0.157494444793482
"7",1,2016,0.22667036125074,0.0945081615877475,0.517245481402037,0.161575995759475
"8",1,2017,0.22544459334789,0.0928981284448206,0.516113764060834,0.165543514146456
"9",1,2018,0.224019115921461,0.0920382540020267,0.514373770349189,0.169568859727324
"10",1,2019,0.222583097497478,0.0913076940540322,0.512295200156585,0.173814008291905
"11",2,2010,0.271796458436947,0.0974132247654958,0.550454550711898,0.0803357660856591
"12",2,2011,0.268219832735962,0.0990982533993287,0.549910394265233,0.0827715195994766
"13",2,2012,0.265551925261677,0.0997093572312541,0.546770651564143,0.0879680659429258
"14",2,2013,0.263989336652314,0.0994096474703983,0.543882591047722,0.0927184248295658
"15",2,2014,0.261587943469963,0.098816946689089,0.541727518276486,0.0978675915644616
"16",2,2015,0.260165567403096,0.0959091741336923,0.540584699201514,0.103340559261697
"17",2,2016,0.259545197571387,0.0924731601004005,0.539409404139644,0.108572238188569
"18",2,2017,0.258056165247249,0.0888436394812989,0.538141956639438,0.114958238632014
"19",2,2018,0.255266114113577,0.0876530652165408,0.535397117260112,0.12168370340977
"20",2,2019,0.252744644818105,0.0857053786331964,0.53293573781726,0.128614238731439
"21",4,2010,0.254700675869958,0.0984391845458879,0.50761880658743,0.139241332996724
"22",4,2011,0.250483971397442,0.0995315525790029,0.507431900275773,0.142552575747782
"23",4,2012,0.247396051310953,0.100478670245153,0.503742093126849,0.148383185317045
"24",4,2013,0.244702780085786,0.100315898903882,0.501702750746267,0.153278570264065
"25",4,2014,0.241957444234053,0.099955131832095,0.500139253745956,0.157948170187896
"26",4,2015,0.239096196584246,0.0985321540533565,0.499710347650351,0.162661301712047
"27",4,2016,0.236230366552655,0.096981327674948,0.499704570105442,0.167083735666955
"28",4,2017,0.233020335289168,0.0953109218914927,0.499946767749113,0.171721975070227
"29",4,2018,0.229405845598108,0.0952000848369739,0.499420107903777,0.17597396166114
"30",4,2019,0.225954768435162,0.0945796236167343,0.499190532146591,0.180275075801512
"31",5,2010,0.244141789585419,0.0972503068823294,0.513984502528134,0.144623401004118
"32",5,2011,0.242539512237351,0.0981015926227237,0.513636080135211,0.145722815004715
"33",5,2012,0.241423502380493,0.0981291468518554,0.510299741173978,0.150147609593673
"34",5,2013,0.240109000057237,0.0979744020559096,0.508340448389062,0.153576149497792
"35",5,2014,0.238821678844863,0.0974471892533284,0.506495432205225,0.157235699696584
"36",5,2015,0.237649040108029,0.0960665724257045,0.50604335308536,0.160241034380906
"37",5,2016,0.236512436129085,0.0944966229787542,0.505721956182986,0.163268984709175
"38",5,2017,0.235465779064686,0.093160152581905,0.504991759682498,0.16638230867091
"39",5,2018,0.233886098417991,0.0927654152761002,0.503393109802025,0.169955376503884
"40",5,2019,0.232413357224563,0.0921965569276711,0.501489771760858,0.173900314086907
"41",6,2010,0.24968574771274,0.104077161275638,0.531265132988695,0.114971958022927
"42",6,2011,0.246616418598677,0.104192957489665,0.532033376768074,0.117157247143584
"43",6,2012,0.243238357812172,0.104319281832937,0.530989073011178,0.121453287343712
"44",6,2013,0.240319673883868,0.103382789339312,0.531163157056603,0.125134379720217
"45",6,2014,0.237594668900921,0.101897923608337,0.531727242234162,0.12878016525658
"46",6,2015,0.23519006990963,0.0994853876271423,0.532757325212704,0.132567217250524
"47",6,2016,0.232943517557168,0.0967346755042318,0.534135702914503,0.136186104024098
"48",6,2017,0.230781647092811,0.0945947218080902,0.534758512720836,0.139865118378263
"49",6,2018,0.228251982102246,0.0932134925680865,0.534568478856262,0.143966046473406
"50",6,2019,0.22599901245399,0.0917431411783996,0.533917210023208,0.148340636344402
"51",8,2010,0.244758642256991,0.095520753223794,0.549147501539699,0.110573102979516
"52",8,2011,0.242297513191078,0.0955564628861908,0.549073012354528,0.113073011568203
"53",8,2012,0.239636954360858,0.095348531064563,0.546516918935718,0.118497595638861
"54",8,2013,0.237047870597096,0.0952275025316705,0.544719171381718,0.123005455489516
"55",8,2014,0.234732816526575,0.0948438382706231,0.543274129013002,0.127149216189799
"56",8,2015,0.232157829693993,0.093990006763465,0.543200224968763,0.130651938573779
"57",8,2016,0.229397264036001,0.0928504432191932,0.54346824740066,0.134284045344146
"58",8,2017,0.226535196980344,0.0912552499814374,0.54366277157411,0.138546781464109
"59",8,2018,0.223461659109805,0.0904222305761663,0.543366223746522,0.142749886567506
"60",8,2019,0.220087562109074,0.0898033216286797,0.542906219775477,0.147202896486769
"61",9,2010,0.228075791501953,0.0917533121323257,0.537695643711045,0.142475252654677
"62",9,2011,0.224692395766427,0.0932461113127985,0.537626295065486,0.144435197855288
"63",9,2012,0.221493171608992,0.0944196125518503,0.5347020316927,0.149385184146457
"64",9,2013,0.218176515332333,0.0954121784247637,0.533028590165982,0.153382716076922
"65",9,2014,0.215423676032437,0.0968004088179101,0.530814259671301,0.156961655478352
"66",9,2015,0.212803116137813,0.0974245603684659,0.529182784813521,0.1605895386802
"67",9,2016,0.210569077456754,0.0975106047018613,0.527523493342549,0.164396824498836
"68",9,2017,0.208454537016187,0.0972347753077917,0.526074133608079,0.168236554067943
"69",9,2018,0.206381004827736,0.0963156989640665,0.524888129448066,0.172415166760132
"70",9,2019,0.204429990934082,0.0954341046014734,0.523020575081596,0.177115329382849
"71",10,2010,0.229452245967931,0.100082170919979,0.525215084615951,0.145250498496138
"72",10,2011,0.22665883084701,0.100418021057105,0.524890348328746,0.148032799767139
"73",10,2012,0.224039758281238,0.100283439060602,0.52120086864251,0.15447593401565
"74",10,2013,0.221177115498191,0.0982187625419152,0.520205739071607,0.160398382888287
"75",10,2014,0.219092448051277,0.0950670250525518,0.520055825493642,0.165784701402529
"76",10,2015,0.217311599187369,0.0915393598131589,0.520213928836135,0.170935112163337
"77",10,2016,0.215479985530945,0.0887943088381814,0.519106980050049,0.176618725580825
"78",10,2017,0.213814267989164,0.0869107839013938,0.516728215143128,0.182546732966315
"79",10,2018,0.211745409074892,0.0854155817562504,0.514389420213479,0.188449588955378
"80",10,2019,0.209793640193581,0.0839176621899038,0.511609284954614,0.194679412661901
"81",11,2010,0.168184392475092,0.142029572816792,0.575017397240025,0.114768637468091
"82",11,2011,0.168442231585979,0.134427909254068,0.583379674740069,0.113750184419884
"83",11,2012,0.170322974760871,0.127490203774158,0.587183244813856,0.115003576651115
"84",11,2013,0.172945364207716,0.121184733371648,0.590049253168703,0.115820649251933
"85",11,2014,0.175640601426156,0.116425381810896,0.590538739652173,0.117395277110774
"86",11,2015,0.177281532292766,0.112898494835629,0.590754309350065,0.11906566352154
"87",11,2016,0.178276872141964,0.108611236667391,0.592791145445046,0.120320745745599
"88",11,2017,0.1805444338094,0.106235401953984,0.592127879245108,0.121092284991507
"89",11,2018,0.181608562480641,0.104938855812139,0.590918998290716,0.122533583416503
"90",11,2019,0.182687401114643,0.102277748478413,0.590538363955129,0.124496486451815
"91",12,2010,0.212938339929749,0.091638539944952,0.520799764641623,0.174623355483676
"92",12,2011,0.210623902970606,0.0919612087614777,0.520481489746365,0.176933398521552
"93",12,2012,0.208410326450122,0.0915571099726397,0.517660306455399,0.182372257121839
"94",12,2013,0.206524523150689,0.0907882288712375,0.515990709079198,0.186696538898876
"95",12,2014,0.20494286758973,0.0889864222509694,0.515410376272998,0.190660333886303
"96",12,2015,0.203661434258865,0.0865589024217314,0.515517288633246,0.194262374686157
"97",12,2016,0.202471011790388,0.0841347732389177,0.515573320853446,0.197820894117248
"98",12,2017,0.201094446566417,0.0825657580353544,0.514967006422119,0.201372788976109
"99",12,2018,0.199372490634275,0.0815691341930035,0.513606055264212,0.20545231990851
"100",12,2019,0.197568930807934,0.080441567075773,0.511930145761488,0.210059356354805
"101",13,2010,0.257879364684738,0.0987412304895387,0.535542175227055,0.107837229598668
"102",13,2011,0.255384413085542,0.0990884253597219,0.535011975749557,0.11051518580518
"103",13,2012,0.252519469075221,0.100203151589433,0.531503949017623,0.115773430317724
"104",13,2013,0.250572285025645,0.0994371660156902,0.52949971243201,0.120490836526655
"105",13,2014,0.248763151606288,0.0985670335735275,0.527878855746513,0.124790959073671
"106",13,2015,0.246923595380531,0.0970826223366606,0.527338211366198,0.12865557091661
"107",13,2016,0.244910012890592,0.0957146447549391,0.527181162902826,0.132194179451643
"108",13,2017,0.242639541818387,0.0943919287929251,0.527111674811027,0.135856854577661
"109",13,2018,0.239915000951846,0.0937318178959902,0.526659301384163,0.139693879768
"110",13,2019,0.237214987594284,0.0935979456547496,0.525460023389277,0.143727043361689
"111",15,2010,0.229408691608259,0.0894142178549104,0.532735461894566,0.148441628642265
"112",15,2011,0.228358283608218,0.0894723601021552,0.530556590329003,0.151612765960624
"113",15,2012,0.227395130063726,0.0884479205043641,0.527211216507536,0.156945732924373
"114",15,2013,0.22667018085336,0.0876449418470624,0.523376438406047,0.16230843889353
"115",15,2014,0.225186786568919,0.0857484919580849,0.521051153483855,0.168013567989141
"116",15,2015,0.224311881530438,0.0837650261490478,0.518480480108891,0.173442612211623
"117",15,2016,0.222587606469089,0.0811875261779536,0.517707528670747,0.178517338682211
"118",15,2017,0.221494538866662,0.0782668087354907,0.515816527985042,0.184422124412805
"119",15,2018,0.220124684072606,0.0766841947596043,0.513038458070727,0.190152663097063
"120",15,2019,0.218786959475087,0.0754230480472264,0.50992675411812,0.195863238359567
"121",16,2010,0.274078118115817,0.0975914538755755,0.503095607532134,0.125234820476473
"122",16,2011,0.271605806266496,0.0973088662933397,0.503308573661765,0.127776753778399
"123",16,2012,0.268812576379704,0.0974022261247648,0.500609781000342,0.133175416495189
"124",16,2013,0.266745139661815,0.0968415656357961,0.498512766689458,0.137900528012931
"125",16,2014,0.26492485020444,0.0959171028788777,0.496899594562366,0.142258452354317
"126",16,2015,0.263205152021797,0.0941483658916536,0.496243924531234,0.146402557555315
"127",16,2016,0.26072707909192,0.093514017066119,0.495476156156299,0.150282747685662
"128",16,2017,0.258126501761425,0.0927975536638166,0.494953731601873,0.154122212972885
"129",16,2018,0.25463022323984,0.092243274184316,0.494475100171723,0.158651402404121
"130",16,2019,0.251300090999361,0.0916340580949343,0.494091209057997,0.162974641847708
"131",17,2010,0.243875762215953,0.0959390648901605,0.533997818280064,0.126187354613822
"132",17,2011,0.240865035451558,0.0963040929514072,0.534941134244207,0.127889737352828
"133",17,2012,0.238005702806615,0.0965144510078094,0.533047796228797,0.132432049956779
"134",17,2013,0.235120983589838,0.0964313898762957,0.532303852917984,0.136143773615882
"135",17,2014,0.23272936674779,0.0961155488101045,0.531217419026522,0.139937665415583
"136",17,2015,0.230845079215581,0.0949084276748971,0.530512793952974,0.143733699156547
"137",17,2016,0.229041381789423,0.0933329695410479,0.529648784608021,0.147976864061507
"138",17,2017,0.227100204949305,0.092101005642811,0.528617538748155,0.152181250659729
"139",17,2018,0.22487859144095,0.0911560029387122,0.527130666746906,0.156834738873432
"140",17,2019,0.222849945377725,0.090299838446505,0.525254646254631,0.161595569921139
"141",18,2010,0.247652740149203,0.100345985014974,0.521823237259621,0.130178037576202
"142",18,2011,0.245446975186566,0.101065073747155,0.521899956067877,0.131587994998402
"143",18,2012,0.243304771186534,0.10193285763085,0.518733233997382,0.136029137185234
"144",18,2013,0.241578351969071,0.102355842189174,0.516750839609684,0.139314966232071
"145",18,2014,0.240047030826312,0.102124383456304,0.514923062053349,0.142905523664035
"146",18,2015,0.238913891793377,0.101123624421842,0.513632137932266,0.146330345852514
"147",18,2016,0.237630113500138,0.100200551592274,0.512230480524631,0.149938854382957
"148",18,2017,0.23633607413461,0.0987133214421534,0.511362808253747,0.153587796169489
"149",18,2018,0.234678359479896,0.0984309970717165,0.509598279188926,0.157292364259462
"150",18,2019,0.23300426384069,0.0980090436279484,0.507642978646321,0.161343713885041
"151",19,2010,0.238855081538344,0.100504098154986,0.51184314147384,0.14879767883283
"152",19,2011,0.237167296034525,0.101718886129917,0.511993147705735,0.149120670129823
"153",19,2012,0.235721715170001,0.103026571617955,0.508561994695954,0.15268971851609
"154",19,2013,0.234970213448718,0.104168823237133,0.505919785930189,0.154941177383959
"155",19,2014,0.234476553985634,0.104583018399839,0.503389054440136,0.157551373174391
"156",19,2015,0.233948175779356,0.104025725872138,0.501651942310398,0.160374156038108
"157",19,2016,0.233495494741389,0.102904496440745,0.49988706102762,0.163712947790246
"158",19,2017,0.232973020308408,0.101476757978872,0.498421978616863,0.167128243095858
"159",19,2018,0.231765939995875,0.100387788676621,0.496765461734826,0.171080809592677
"160",19,2019,0.230503962712981,0.0994127047200857,0.494724363826873,0.17535896874006
"161",20,2010,0.256369982855502,0.0993806483897739,0.51137157748767,0.132877791267054
"162",20,2011,0.255066175179919,0.0999427769001229,0.511146568369317,0.133844479550641
"163",20,2012,0.253783297102285,0.101113274958371,0.507460381680296,0.137643046259048
"164",20,2013,0.25245170317294,0.101753611761204,0.504904103496139,0.140890581569717
"165",20,2014,0.251013478059321,0.102125159067232,0.502787281849412,0.144074081024035
"166",20,2015,0.249787361178217,0.101708597124472,0.501248104966979,0.147255936730332
"167",20,2016,0.24806657554629,0.101165418086818,0.499798958459489,0.150969047907403
"168",20,2017,0.24659247776498,0.099512778100129,0.498718812515697,0.155175931619194
"169",20,2018,0.244232717191796,0.0993407929455637,0.496780471795894,0.159646018066746
"170",20,2019,0.242252755160217,0.0987893070446859,0.494462349372582,0.164495588422515
"171",21,2010,0.236547854491044,0.0943809457994323,0.534927978414903,0.13414322129462
"172",21,2011,0.235038100143098,0.0951511020828968,0.534027900617363,0.135782897156642
"173",21,2012,0.233484676373865,0.0960836119672952,0.529560035350311,0.140871676308529
"174",21,2013,0.23197354457169,0.0971585594573161,0.52627969284954,0.144588203121454
"175",21,2014,0.230857199285813,0.0963753908197379,0.523836221244985,0.148931188649464
"176",21,2015,0.22975450254128,0.0952994607976818,0.522363079229571,0.152582957431468
"177",21,2016,0.228802006109878,0.0937600357510202,0.521084915005387,0.156353043133714
"178",21,2017,0.227800448197965,0.0928879009094721,0.519229676657183,0.160081974235381
"179",21,2018,0.22662452195126,0.0922610161307488,0.516999151060589,0.164115310857402
"180",21,2019,0.225319357692074,0.0916219620942972,0.51442622560402,0.168632454609609
"181",22,2010,0.247248661379425,0.103344516521745,0.525370089217778,0.124036732881051
"182",22,2011,0.244870884976235,0.103227299701962,0.526452975936483,0.12544883938532
"183",22,2012,0.243134871834497,0.102540041760689,0.524209718462407,0.130115367942406
"184",22,2013,0.241610694525137,0.10149069604548,0.523362346540406,0.133536262888977
"185",22,2014,0.240805123315453,0.099420124407314,0.522612337382949,0.137162414894284
"186",22,2015,0.239932971838618,0.0967240814615531,0.522378514147401,0.140964432552428
"187",22,2016,0.239049236648919,0.0936557129351929,0.521976838344311,0.145318212071577
"188",22,2017,0.237986867567551,0.0913572759229282,0.52074981925282,0.149906037256701
"189",22,2018,0.236177807485479,0.0903934825283972,0.518712191231079,0.154716518755044
"190",22,2019,0.234763966840396,0.0893878648767307,0.515899229548189,0.159948938734684
"191",23,2010,0.20633995802242,0.0870540448138217,0.546631567110166,0.159974430053593
"192",23,2011,0.202820081682734,0.0875967806240537,0.546803271831365,0.162779865861848
"193",23,2012,0.19986052630587,0.0874635766332558,0.542285785368833,0.170390111692042
"194",23,2013,0.19750609079506,0.0865277342242377,0.539039131850637,0.176927043130066
"195",23,2014,0.195350306970025,0.0854903996629349,0.536187101239918,0.182972192127122
"196",23,2015,0.193155248323624,0.084299147250548,0.534090010014174,0.188455594411654
"197",23,2016,0.191375301541849,0.0829886782691348,0.531400206943433,0.194235813245583
"198",23,2017,0.189466973667434,0.0812387030967577,0.529282323205808,0.20001200003
"199",23,2018,0.187115848963512,0.0806360217987725,0.525894639266198,0.206353489971518
"200",23,2019,0.18530954801187,0.079470825002141,0.522786323067815,0.212433303918174
"201",24,2010,0.234825439824837,0.0958059309036908,0.545770462978813,0.123598166292659
"202",24,2011,0.232264866324453,0.0961556631252647,0.54600085120312,0.125578619347162
"203",24,2012,0.229930611356007,0.0953237078549665,0.544272979185455,0.130472701603571
"204",24,2013,0.228029422757288,0.0945826248157345,0.542843492979462,0.134544459447515
"205",24,2014,0.227185293479555,0.0932240389958705,0.540963782656123,0.138626884868451
"206",24,2015,0.226032454259557,0.091442770314053,0.540083389906668,0.142441385519723
"207",24,2016,0.225494628881701,0.0895874042667292,0.538128236496791,0.146789730354779
"208",24,2017,0.224451488980845,0.0882836733599783,0.536517604076011,0.150747233583166
"209",24,2018,0.223211727998712,0.0871959193107663,0.53444827155801,0.155144081132512
"210",24,2019,0.222054463850622,0.0863982787824702,0.531930684791891,0.159616572575017
"211",25,2010,0.21611441317206,0.104232863523369,0.541433000433753,0.138219722870819
"212",25,2011,0.21344455385519,0.104430832435804,0.542556684395244,0.139567929313763
"213",25,2012,0.210820331365231,0.104104773843493,0.540951373778448,0.144123521012828
"214",25,2013,0.208432202050585,0.103922476589061,0.540019989420873,0.147625331939481
"215",25,2014,0.206122736210961,0.103715284596859,0.539115039428123,0.151046939764057
"216",25,2015,0.204102073130316,0.103064108701256,0.538439444710388,0.15439437345804
"217",25,2016,0.202139723043593,0.102711633829265,0.537224945024936,0.157923698102205
"218",25,2017,0.200338948038568,0.102104267150692,0.536277827102947,0.161278957707793
"219",25,2018,0.198436076241174,0.101176686802756,0.535095811812697,0.165291425143373
"220",25,2019,0.196411623197786,0.100160854966141,0.533653300996825,0.169774220839248
"221",26,2010,0.236444078786093,0.0988120335543086,0.526343811322452,0.138400076337146
"222",26,2011,0.233053389868778,0.100462936431645,0.525886653575683,0.140597020123894
"223",26,2012,0.22977402258005,0.102111363573178,0.522225552811891,0.145889061034881
"224",26,2013,0.227003606727256,0.102845316028147,0.520025218227284,0.150125859017313
"225",26,2014,0.224678587508857,0.10258622087984,0.518466464785499,0.154268726825804
"226",26,2015,0.222515995672236,0.10110693204724,0.518059025564166,0.158318046716358
"227",26,2016,0.220570342656402,0.0991820104634939,0.517639627361439,0.162608019518665
"228",26,2017,0.218745241663796,0.0975744045797989,0.516735601312263,0.166944752444142
"229",26,2018,0.216643623082647,0.0961344792769562,0.515549183932488,0.171672713707908
"230",26,2019,0.214755205472262,0.0946666322085979,0.513740054740248,0.176838107578892
"231",27,2010,0.24182324575206,0.0946377120201105,0.534207198837694,0.129331843390136
"232",27,2011,0.239812415210335,0.0942786189811273,0.535021244456726,0.130887721351812
"233",27,2012,0.23772494513261,0.0941290683466986,0.532667357168936,0.135478629351755
"234",27,2013,0.236317897200087,0.0937299190765931,0.530838476791096,0.139113706932224
"235",27,2014,0.235430869624351,0.0933015359613703,0.528556422439576,0.142711171974702
"236",27,2015,0.23455078349901,0.0925408237209802,0.526551956525746,0.146356436254264
"237",27,2016,0.234062132219946,0.0917690993836919,0.523874942871536,0.150293825524826
"238",27,2017,0.233548871064298,0.0902593228200955,0.521930375543899,0.154261430571708
"239",27,2018,0.232407423764447,0.0892364551665732,0.519812865947873,0.158543255121107
"240",27,2019,0.231158915645853,0.088332156096308,0.517248089310605,0.163260838947234
"241",28,2010,0.255023688165664,0.101516455482865,0.514137937919712,0.129321918431758
"242",28,2011,0.252407003850328,0.102391389848705,0.514016647057731,0.131184959243236
"243",28,2012,0.250048287357814,0.103083817751882,0.510964516797764,0.13590337809254
"244",28,2013,0.247443177326304,0.103956317448698,0.509168767285319,0.139431737939679
"245",28,2014,0.245828826788003,0.102695121369192,0.508239499721373,0.143236552121432
"246",28,2015,0.244258082133184,0.100782941414245,0.507807555542702,0.147151420909869
"247",28,2016,0.242393881484012,0.0986186403865628,0.507967546151788,0.151019931977638
"248",28,2017,0.240191360537654,0.0971970609463344,0.507633881612896,0.154977696903115
"249",28,2018,0.238176289416582,0.0948970697973213,0.50748071596468,0.159445924821417
"250",28,2019,0.2358399955707,0.0940341846120294,0.505818689690027,0.164307130127244
"251",29,2010,0.238285054470606,0.0973696805395184,0.523561925799488,0.140783339190388
"252",29,2011,0.23602176751835,0.0974672499871051,0.52415711459696,0.142353867897584
"253",29,2012,0.233905626206222,0.0978860412721549,0.5211360074301,0.147072325091523
"254",29,2013,0.232137731998214,0.0976437100048898,0.519408756670281,0.150809801326615
"255",29,2014,0.230713586733402,0.0970279626184692,0.517819919670548,0.154438530977581
